"--@#1"
"##1434516153354"
"Translation Key","en"
"label.environmentuptimevalue","{0} {1}"
"label.error","Error"
"label.error.field.maximum","{0} characters too many"
"label.escapequotesas","Escape Quotes As"
"label.event","Event"
"label.eventdoctypemapping.configurations.title","Workflow Events to Document Type Mappings"
"label.eventhandler.actiongroups.action.populateaction.attribute","Attribute"
"label.eventhandler.actiongroups.action.populateaction.event","Event"
"label.eventhandler.actiongroups.action.setvalue.attribute","Attribute"
"label.eventhandler.actiongroups.action.setvalue.value","Value"
"label.eventname","Event"
"label.eventtype","Event Type"
"label.eventtypes","Event Types"
"label.example","Example"
"label.executablepath","Executable Path"
"label.exit","Exit"
"label.expiresin","Expires in"
"label.exportcomment","Export Comment"
"label.exportlabel","Export Label"
"label.exporttofile","Export to file"
"label.external","External"
"label.facility","Facility"
"label.failonmultipleresults","Fail on multiple results"
"label.false","False"
"label.features","Features"
"label.file","File"
"label.filename","File name"
"label.filesize","File size"
"label.fillernotes","Filler Notes"
"label.filter","Filter"
"label.filter.active","Active"
"label.filter.addentities","New {0}..."
"label.filter.all","All"
"label.filter.placeholder","Filter..."
"label.filter.read","Read"
"label.filter.showall","Show All"
"label.filter.showentities","Show {0}s"
"label.filter.unread","Unread"
"label.final","Final"
"label.foldenametoopenautomatically","Name of folder to open automatically"
"label.followingconfigwillbeexported","The following configuration items will be exported:"
"label.fontstyle","Font Style"
"label.forcejdbcone","Force JDBC 1"
"label.forcepasswordchangenextlogin","Force password change on next login"
"label.forgot.password","Forgot Password"
"label.forgot.password.description","Allow users to use forgotten password functionality"
"label.forgot.password.email","Forgot Password Email"
"label.form.defaultmigratefieldpath","Default Migrate Path"
"label.form.derivedattribute.destination","Destination"
"label.form.derivedattribute.overwrite","Overwritable"
"label.form.derivedattribute.source","Source"
"label.form.documentaction.label","Action Label"
"label.form.documentaction.name","Action Name"
"label.form.documentaction.parameter.name","Parameter Name"
"label.form.documentaction.parameter.value","Parameter Value"
"label.form.eventhandler.actiongroup.action.properties","Properties"
"label.form.eventhandler.actiongroup.action.type","Action Type"
"label.form.eventhandler.actiongroup.if","""If"" Condition"
"label.form.eventhandler.attribute","Attribute"
"label.form.eventhandler.type","Event Type"
"label.form.inlinehelp","Inline Help"
"label.form.is.questionnaire","This form is a Questionnaire"
"label.form.livingdocument","Living Document"
"label.form.modelid","Id"
"label.form.name","Name"
"label.form.overridesdocumentactions","Overrides Default Document Actions?"
"label.form.printlandscape","Print in Landscape"
"label.form.radio.form","Form"
"label.form.radio.formcomponent","Form Component"
"label.form.radio.type","Item Type"
"label.form.renderer","Select Renderer"
"label.form.renderer.default","Default"
"label.form.renderer.orbeon","Orbeon"
"label.form.renderer.vanilla","Vanilla"
"label.form.renderusingcurrentformversion","Always Use Current Version"
"label.form.title","Title"
"label.form.version","Version"
"label.format.clock","dd-MMM, HH:mm"
"label.formcomponent.displayitemhtml","HTML Display"
"label.formcomponent.displayitemimage","Image Display"
"label.formcomponent.features[manualrefresh].enabledif","Manual Refresh Enabled Condition"
"label.formcomponent.features[summary].summaryexpression","Summary"
"label.formcomponent.lookupname","Lookup Name"
"label.formcomponent.nousage","Selected item is currently not being used"
"label.formcomponent.simplelookup","Custom Lookup"
"label.formcomponent.title","Title"
"label.formcomponent.usage","Selected item is currently used in the following forms.  Clicking any form will preview the latest saved version."
"label.formcomponent.visualsection","Custom Section"
"label.formcomponent.widget","Presentation"
"label.formcomponent.widget.error.duplicatecodes","The Code already exists for the Coding System."
"label.formcomponent.widget.error.missingcodes","There are Lookup values missing."
"label.formcomponent.widget.freetext","Free Text Value"
"label.formcomponent.widget.freetextcode","Code"
"label.formcomponent.widget.freetextcodingsystem","Coding System"
"label.formcomponent.widget.freetextdescription","Description"
"label.formcomponents.searchfilter","Filter"
"label.formitem.calculated","Calculated"
"label.formitem.calculation","Calculation"
"label.formitem.datatype","Data Type"
"label.formitem.datatypeid","Data Type Id"
"label.formitem.defaultvalue","Default Value"
"label.formitem.defaultvalue.checked","Checked"
"label.formitem.defaultvalue.falselabel","False"
"label.formitem.defaultvalue.nolabel","No"
"label.formitem.defaultvalue.truelabel","True"
"label.formitem.defaultvalue.yeslabel","Yes"
"label.formitem.displaymode","Display Mode"
"label.formitem.expression","Expression"
"label.formitem.features[autocomplete].displaycode","Display Code"
"label.formitem.features[autocomplete].style","Style"
"label.formitem.features[booleancheckbox].label","Checkbox Label"
"label.formitem.features[booleanfeature].falsefirst","False First"
"label.formitem.features[booleanfeature].falselabel","False Label"
"label.formitem.features[booleanfeature].mode","Boolean Label Mode"
"label.formitem.features[booleanfeature].truelabel","True Label"
"label.formitem.features[checkbox].verticallayout","Vertical Layout"
"label.formitem.features[columns].inline","Inline Section"
"label.formitem.features[columns].labelstyle","Label Style"
"label.formitem.features[document].modelid","Model"
"label.formitem.features[genericsearch].application","Application"
"label.formitem.features[genericsearch].columnmapping.column","Column"
"label.formitem.features[genericsearch].columnmapping.target","Field"
"label.formitem.features[genericsearch].columntoreturn","Column to Return"
"label.formitem.features[genericsearch].entrypoint","Entry Point"
"label.formitem.features[genericsearch].height","Height"
"label.formitem.features[genericsearch].parameter.name","Filter"
"label.formitem.features[genericsearch].parameter.value","Value"
"label.formitem.features[genericsearch].parameters.inlinehelp","Add filter criteria to retrieve a subset of results."
"label.formitem.features[genericsearch].parametersusingrelativepathfromparent","Use relative path from parent"
"label.formitem.features[genericsearch].retrievespatientinformation","Retrieves Patient Information"
"label.formitem.features[genericsearch].retrievespatientinformation.inlinehelp","Selecting ''Yes'' will disable the search outside the patient context. Patient information should be retrieved from the search configuration in order to keep it secure."
"label.formitem.features[genericsearch].width","Width"
"label.formitem.features[manualrefresh].enabledif","Manual Refresh Enabled Condition"
"label.formitem.features[radioset].verticallayout","Vertical Layout"
"label.formitem.features[summary].summaryexpression","Summary"
"label.formitem.features[summary].summarylanguage","Summary Language"
"label.formitem.features[table].addbutton","Add Button"
"label.formitem.features[table].childformmode","Child Form Mode"
"label.formitem.features[table].deletebutton","Delete Button"
"label.formitem.features[table].enumerateover","Enumerate Over"
"label.formitem.features[table].expandtoedit","Expand to Edit"
"label.formitem.features[textarea].narrativeblock","Narrative Block"
"label.formitem.features[textfield].style","Style"
"label.formitem.features[title].showdocumentid","Show Document Identifier"
"label.formitem.features[vanillatable].addremoverows","Enable Add/Remove Rows"
"label.formitem.image","Image"
"label.formitem.inlinehelp","Inline Help"
"label.formitem.label","Label"
"label.formitem.literalexpression","Literal Expression"
"label.formitem.notification","Notification"
"label.formitem.numberofcolumns","Columns"
"label.formitem.numberofcolumns.1","One"
"label.formitem.numberofcolumns.2","Two"
"label.formitem.parameterprepopulation.parameter","Parameter"
"label.formitem.parameterprepopulation.target","Target"
"label.formitem.repeating","Repeating"
"label.formitem.required","Required"
"label.formitem.showhidecalculation","Show/Hide Calculation (Vanilla)"
"label.formitem.showhideexpression","Show/Hide Expression (Orbeon)"
"label.formitem.showhideliteral","Show/Hide Literal (Vanilla)"
"label.formitem.showhideoperator","Show/Hide Operator (Vanilla)"
"label.formitem.units","Units"
"label.formitem.unitstooltip","Units Tooltip"
"label.formitemname","Name"
"label.forms.action.configuration.title","Forms Action Configuration"
"label.forms.actions","Forms Actions"
"label.forms.configuration.title","Forms Configuration"
"label.forms.document.type.configuration.title","Forms Document Type Configuration"
"label.forms.genericfunction.create","Create Generic Function"
"label.forms.genericfunction.description","Description"
"label.forms.genericfunction.details.section","Generic Function Details"
"label.forms.genericfunction.form","Generic Functions"
"label.forms.genericfunction.function","Function"
"label.forms.genericfunction.initialvalue","NewGenericFunction"
"label.forms.genericfunction.name","Name"
"label.forms.genericfunction.nameprompt","Please enter a name for the new Generic Function"
"label.forms.genericfunction.parameter","Parameter"
"label.forms.genericfunction.parameter.create","Create Parameter"
"label.forms.genericfunction.parameter.datatypeid","Data Type ID"
"label.forms.genericfunction.parameter.edit","Edit Parameter"
"label.forms.genericfunction.parameter.name","Name"
"label.forms.genericfunction.parameter.repeating","Repeating"
"label.forms.genericfunction.parameter.required","Value Required"
"label.forms.genericfunction.returntype","Return Type"
"label.forms.genericfunction.returntyperequired","Return Type Required"
"label.formswidget","Presentation"
"label.forthepast","for the past"
"label.foundation.bundles","Bundles"
"label.foundation.bundlestate.binding","Binding"
"label.foundation.bundlestate.bindingstate.complete","Complete"
"label.foundation.bundlestate.bindingstate.incomplete","Incomplete"
"label.foundation.bundlestate.buddy","Buddy"
"label.foundation.bundlestate.buddyregistrations","Buddy Registrations"
"label.foundation.bundlestate.bundleproblems","Bundle Startup Problems"
"label.foundation.bundlestate.bundlesummary","Bundle Summary"
"label.foundation.bundlestate.cardinality","Cardinality"
"label.foundation.bundlestate.details","Bundle Details"
"label.foundation.bundlestate.dsinterfaces","Published Declarative Services"
"label.foundation.bundlestate.dsreferences","Referenced Declarative Services"
"label.foundation.bundlestate.filter.components","Bundles with Service Components"
"label.foundation.bundlestate.filter.direct.failures","Bundles with Direct Failures"
"label.foundation.bundlestate.filter.failures","Bundles with Failures"
"label.foundation.bundlestate.filter.fragments","Fragment and Buddy Bundles"
"label.foundation.bundlestate.filter.pre.production","Pre-Production Bundles"
"label.foundation.bundlestate.fragment","Fragment"
"label.foundation.bundlestate.fragment.hosting","Hosting {0}"
"label.foundation.bundlestate.fragment.resolvedhost","Hosted by {0}"
"label.foundation.bundlestate.fragment.unresolvedhost","Hosted by an unknown bundle"
"label.foundation.bundlestate.id","Id"
"label.foundation.bundlestate.interface","Interface"
"label.foundation.bundlestate.lifecyclestate.active","Active"
"label.foundation.bundlestate.lifecyclestate.installed","Installed"
"label.foundation.bundlestate.lifecyclestate.resolved","Resolved"
"label.foundation.bundlestate.lifecyclestate.starting","Starting"
"label.foundation.bundlestate.lifecyclestate.stopping","Stopping"
"label.foundation.bundlestate.lifecyclestate.uninstalled","Uninstalled"
"label.foundation.bundlestate.lifecyclestate.unknown","Unknown"
"label.foundation.bundlestate.location","Location"
"label.foundation.bundlestate.name","Name"
"label.foundation.bundlestate.osgiinterfaces","Published OSGi Services"
"label.foundation.bundlestate.osgireferences","Referenced OSGi Services"
"label.foundation.bundlestate.policy","Policy"
"label.foundation.bundlestate.properties","Properties"
"label.foundation.bundlestate.publishingclass","Class (publishing bundle)"
"label.foundation.bundlestate.registeredbuddies","Registered Buddies"
"label.foundation.bundlestate.start","Start"
"label.foundation.bundlestate.state","State"
"label.foundation.bundlestate.status","Status"
"label.foundation.bundlestate.stop","Stop"
"label.foundation.bundlestate.summary","Summary"
"label.foundation.bundlestate.totalbundles","Total bundles"
"label.foundation.bundlestate.type","Type"
"label.foundation.bundlestate.usingclass","Class (using bundle)"
"label.foundation.bundlestate.version","Version"
"label.foundation.ldap.identity.ldapidentitysource","LDAP Identity Source"
"label.foundation.redirectionkey","Redirection Key"
"label.foundation.redirectionkey.details","Details"
"label.foundation.redirectionkey.emptykey","Redirection key value must be specified"
"label.foundation.redirectionkey.invalidhexkey","Invalid hex string"
"label.foundation.redirectionkey.key","Key"
"label.foundation.redirectionkey.longkey","Redirection key value too long, must be 128 bits (32 hex characters)"
"label.foundation.redirectionkey.name","Name"
"label.foundation.redirectionkey.regenerate","Regenerate"
"label.foundation.redirectionkey.shortkey","Redirection key value too short, must be 128 bits (32 hex characters)"
"label.foundation.validationkey","Validation Key"
"label.foundation.validationkey.details","Details"
"label.foundation.validationkey.duplicatekey","Validation key already exists with name {0}"
"label.foundation.validationkey.name","Name"
"label.foundation.validationkey.redirectionkey","Redirection Key"
"label.foundation.validationkey.redirectionkey.value","Key Value"
"label.from","From"
"label.fromdate","From"
"label.fulldateformat","Full Date Format"
"label.fulldatetimeformat","Full Date and Time Format"
"label.fullname","Full Name"
"label.gender","Gender"
"label.gender.female","Female"
"label.gender.male","Male"
"label.get","Get"
"label.getauthenticationrequired","Get (Authentication Reqd)"
"label.getdefault","Get [Default]"
"label.getenrollmentsforpathway.description","Lists all the enrollments a patient has for a pathway. This runs in patient subject."
"label.getenrollmentsforpathway.includeinactive.description","Whether or not to include the inactive enrollments."
"label.getenrollmentsforpathway.name","Get Enrollments for Pathway"
"label.getenrollmentsforpathway.summary","Gets the enrollments for the patient for the specified pathway"
"label.getmodeldata.dataid.description","The data instance to get"
"label.getmodeldata.description","Get a generic model data object as a synthetic data type"
"label.getmodeldata.modelid.description","The model identifier"
"label.getmodeldata.modelid.name","Model Identifier"
"label.getmodeldata.name","Get Generic Model Data By ID"
"label.getmodeldata.summary","Get a generic model data object as a synthetic data type"
"label.getmodeldatabysource.description","Get a generic model data object by source as a synthetic data type"
"label.getmodeldatabysource.name","Get Generic Model Data By Source"
"label.getmodeldatabysource.source.description","Source"
"label.getmodeldatabysource.summary","Get a generic model data object by source object as a synthetic data type"
"label.getpathwayenrollment.description","Gets a Pathway Enrollment with the specified identifier"
"label.getpathwayenrollment.identifier.description","Pathway Enrollment Identifier"
"label.getpathwayenrollment.name","Get Pathway Enrollment"
"label.getpathwayenrollment.summary","Gets a Pathway Enrollment with the specified identifier"
"label.gettasksforsubject.description","Get tasks For the current subject"
"label.gettasksforsubject.name","{0} Subject Task Retrieval"
"label.gettasksforsubject.subjectkey.description","The subject key"
"label.gettasksforsubject.summary","{0} Subject Task Retrieval"
"label.gmtoffsetcolumnname","GMT offset column name"
"label.groupattributes","Group Attributes"
"label.groupby","Group By"
"label.groupdocumentsby","Group Documents By"
"label.grouplist.availablelist","Available Groups"
"label.grouplist.selectedlist","Selected Groups"
"label.groupmembershipattribute","Group Membership Attribute"
"label.groupmemberships","Group Memberships"
"label.groups","Groups"
"label.groupsidentitybelongsto","Groups Identity Belongs To"
"label.groupsinrole","Groups in role"
"label.groupsnotinrole","Groups not in role"
"label.height","Height"
"label.helppopup","Help Popup"
"label.helpredirection","Help Redirection"
"label.hidden.configuration.content","Hidden field"
"label.hiddenresultsmessage","Hidden results message"
"label.hide","Hide"
"label.hidesearchresults","Hide search results when more than {0} results are returned"
"label.highmappings","High mappings"
"label.history.added","Added"
"label.history.complex.added","{0} was added"
"label.history.complex.removed","{0} was removed"
"label.history.complex.updated","{0} was changed"
"label.history.removed","Removed"
"label.history.showmore","Show more"
"label.history.updated","Updated"
"label.history.user","by {0}"
"label.historylength","History length"
"label.hl7datatype","HL7 Data Type"
"label.hospital","Hospital"
"label.html","HTML"
"label.http.method","HTTP method"
"label.httpaddresses","HTTP Addresses"
"label.httpconnector","HTTP Connector"
"label.httpenabled","HTTP Enabled"
"label.httpipaddress","HTTP IP Address"
"label.httpmaxthreads","HTTP Max Threads"
"label.httpport","HTTP Port"
"label.httpports","HTTP Ports"
"label.https.addresses","HTTPS Addresses"
"label.https.client.auth","Authenticate Clients"
"label.https.connector","HTTPS Connector"
"label.https.enabled","HTTPS Enabled"
"label.https.encrypting.certificate","Server Certificate"
"label.https.ip.address","HTTPS IP Address"
"label.https.max.threads","HTTPS Max Threads"
"label.https.port","HTTPS Port"
"label.https.ports","HTTPS Ports"
"label.https.ssl.ciphers","SSL Ciphers"
"label.i12e.clinical.all.handlers.enabled","All clinical event handlers are enabled"
"label.i12e.clinical.enable.all.handlers","Enable all"
"label.i12e.clinical.enable.handler","Enable Handler"
"label.i12e.clinical.event.handler","Clinical Event Handler"
"label.i12e.clinical.event.handler.warning","Disabling clinical event handlers is intended for data backloading and never for normal production use. Use with caution."
"label.i12e.clinical.event.handler.warning.title","Warning"
"label.i12e.clinical.event.messaging","Clinical Event Messaging"
"label.i12e.clinical.event.messaging.outbound.enabled","Enable Outbound Messaging"
"label.iconredirection","Icon Redirection"
"label.iconurl","Icon URL"
"label.iconurlfornoresults","Icon URL to display if no result is returned from the database"
"label.iconurlforoneormoreresults","Icon URL to display if one or more results are returned from the database"
"label.id","ID"
"label.idattribute","ID Attribute"
"label.idcolumnname","ID Column Name"
"label.identity.attributes","Attributes"
"label.identity.groups","Groups"
"label.identity.id","Id"
"label.identity.identifiers","Identifiers"
"label.identity.identityclass","Identity class"
"label.identity.idorsearch","Id/Search"
"label.identity.name","Full name"
"label.identity.namespace","Namespace"
"label.identity.nonefound","No matching identities found."
"label.identity.resolvingidentifier","Resolving identifier"
"label.identity.sources","Sources"
"label.identitydetails.address","Address"
"label.identitydetails.dob","Date of birth"
"label.identitydetails.email","Email"
"label.identitydetails.gender","Gender"
"label.identitydetails.name","Name"
"label.imagepanel.background.message","Choose from default backgrounds from below, or upload your own background."
"label.imagepanel.background.title","Select an image to use as Background for the Login Page."
"label.imagepanel.button.upload","Upload"
"label.imagepanel.image.customised.afterupload","Choose your own image:"
"label.imagepanel.image.customised.beforeupload","Upload your own image:"
"label.imagepanel.image.default","Default:"
"label.imagepanel.logo.message","Choose from default Orion logos from below, or upload your own logo."
"label.imagepanel.logo.title","Select an image to use as Logo for the Login Page."
"label.imagepanel.none","None"
"label.imageurl","Image URL"
"label.import.column.current","Current"
"label.import.column.field","Property"
"label.import.column.previous","Previous"
"label.import.column.proposed","Proposed"
"label.import.conflictchanges","You have made changes to the ""{0}"" configuration item."
"label.import.keeplocalchanges","Keep Local Changes"
"label.import.resolved","Resolved"
"label.import.resolved.flag","{0} (resolved)"
"label.import.selected.keeplocalchanges","You have chosen to keep local changes made to the ""{0}"" configuration item."
"label.import.selected.useproposed","You have chosen to use proposed configuration changes made to the ""{0}"" configuration item."
"label.import.singleunresolveditem","1 selected configuration item is in conflict and needs to be resolved."
"label.import.unresolveditems","{0} selected configuration items are in conflict and need to be resolved."
"label.import.useproposed","Use Proposed Configuration Changes"
"label.importance","Importance"
"label.importancecolumnname","Importance column name"
"label.importantmessagenotification","Important
Messages"
"label.importantmessagenotificationaction","Default Important Message Notification Action"
"label.importfromfile","Import from file"
"label.importlabel","Import Label"
"label.inactiveiconurl","Inactive Icon URL"
"label.inactiveuser","Inactive User"
"label.inactivityflashingwarningperiod","Inactivity Flashing Warning Period"
"label.inactivitylogout","Inactivity Logout"
"label.inactivitytimeout","Inactivity Timeout"
"label.inactivitywarningdialogperiod","Inactivity Warning Dialog Period"
"label.includeblankoption","Include Blank Option"
"label.includedisclaimer","Include print disclaimer on output PDF"
"label.includeexclude","Include/Exclude"
"label.includeresultsfrom","Include results from"
"label.includesharedquicktexts","Include Shared QuickTexts"
"label.includesresultsfrom","Includes results from"
"label.individualsignoff","Individual Sign Off"
"label.informationpolicyselectorclass","Information Policy Selector Class Name"
"label.informationtype","Information Type"
"label.informationtyperuleset","Information Type Ruleset"
"label.initialresultsmessage","Initial Results Message"
"label.inpatientencounter","Inpatient Encounter"
"label.inputdateformat","Input Date Format"
"label.inputsize","Input Size"
"label.inputtype","Input Type"
"label.installationdate","Installation date"
"label.interim","Interim"
"label.interval","Interval"
"label.is.required","is required"
"label.itemname","Item Name"
"label.itemvalue","Item Value"
"label.javaclassname","Java Class Name"
"label.javascript","JavaScript"
"label.jdbcdriver","JDBC Driver"
"label.jndidatasource","Database"
"label.jndidatasourcehint","You can configure Databases in Conductor"
"label.jndidatasourceinvalid","The configured Database does not exist, please choose another one."
"label.joinwaitingtime","Join waiting time"
"label.key","Key"
"label.keywords","Keywords"
"label.label","Label"
"label.labeltype.export","Export"
"label.labeltype.import","Import"
"label.labeltype.manual","Manual"
"label.language","Language"
"label.last","Last"
"label.lastactivity","Last activity"
"label.lastfourweeks","Last 4 Weeks"
"label.lastloggedin","You last logged in"
"label.lastmonthdateformat","Last 4 Weeks Format"
"label.lastsevendays","Last 7 Days"
"label.lasttwelvemonths","Last 12 Months"
"label.lasttwentyfourhours","Last 24 Hours"
"label.lastupdated","Last Updated"
"label.lastupdatedby","Last Updated By"
"label.lastupdateddatetime","Last updated on {0}"
"label.lastweekdateformat","Last 7 Days Date Format"
"label.letters","Letters"
"label.license.type.demo","Demo"
"label.license.type.dev","Development"
"label.license.type.production","Production"
"label.license.type.test","Test"
"label.limituserlogins","Limit User Logins"
"label.link.to.addenda","View addenda"
"label.location","Location"
"label.locations","Locations"
"label.lockoutreason.forever","(User account has been locked out forever due to authentication violation)"
"label.lockoutreason.maximumlogincountexceeded","(Maximum login count has been reached)"
"label.lockoutreason.temporary","(User account has been temporarily locked out for  "
"label.lockoutreason.temporaryaccountexpired","(Temporary account has expired)"
"label.lockoutreason.undetermined","(User account locked with undetermined reason)"
"label.lockoutreason.userinactivity","(User account has been disabled due to inactivity)"
"label.logger.enabledstate.default","{0} (Default)"
"label.logger.enabledstate.inherited","{0} (Inherited)"
"label.logger.loglevel.debug","Debug"
"label.logger.loglevel.default","Default/Inherited"
"label.logger.loglevel.error","Error"
"label.logger.loglevel.fatal","Fatal"
"label.logger.loglevel.info","Info"
"label.logger.loglevel.trace","Trace"
"label.logger.loglevel.warn","Warn"
"label.login.disclaimer","Disclaimer"
"label.login.disclaimer.pre.heading","Disclaimer"
"label.login.disclaimer.show.once","Show once"
"label.login.page.path","Login Page Path"
"label.login.welcome.msg","Message"
"label.login.welcome.msg.enable","Enable Message"
"label.login.welcome.msg.section","Welcome Message"
"label.login.welcome.msg.title","Title"
"label.logindisclaimer","Login Disclaimer"
"label.logindn","Login DN"
"label.loginpagehtml","Login Page HTML"
"label.loginpagelogourl","Login Page Logo URL"
"label.loginpagetitle","Login Page Title"
"label.loginpassword","Login Password"
"label.loginscript","Login Script"
"label.logintimeout","Login Timeout"
"label.logo","Logo"
"label.logos.nofile","No icon set"
"label.logos.select","Please select an icon file"
"label.logout","Logout"
"label.logoutscript","Logout Script"
"label.longdateformat","Long date format"
"label.lookfor","Look For"
"label.lookup.affected.forms","Forms"
"label.lowercase.to","to"
"label.lowerdefaultvalue","Lower Default Value"
"label.lowmappings","Low mappings"
"label.mail.configuration.sender","Sender"
"label.mail.configuration.title","Mail Configurations"
"label.mail.fromaddress","Default ''from'' address"
"label.mail.fromname","Default ''from'' name"
"label.mail.replytoaddress","Default ''reply-to'' address"
"label.mail.smtppass","SMTP pass"
"label.mail.smtpport","SMTP server port"
"label.mail.smtpserver","SMTP server"
"label.mail.smtpuser","SMTP user"
"label.mail.template.messagebody","Message"
"label.mail.template.name","Template"
"label.mail.template.sendtoaddress","To"
"label.mail.template.subject","Subject"
"label.mail.template.title","Mail Templates"
"label.mail.test.success","Email sent successfully."
"label.mail.test.toaddress","Send test mail to"
"label.manualrefresh","Refresh"
"label.mark","Mark"
"label.mark.allread","All as Read"
"label.mark.latestunread","Latest as Unread"
"label.markas","Mark As"
"label.markas.read","Read"
"label.markas.unread","Unread"
"label.markdocumentasreaddelay","Mark a document as read after {0} seconds"
"label.markedasreviewed","Reviewed"
"label.mask","Mask"
"label.matches","Matches"
"label.maxcontextparticipants","Max context participants"
"label.maximizedentrypoint","Maximized Entry Point"
"label.maximumfilesize","Maximum File Size"
"label.maximumnumberofdocumentstodisplay","Maximum Number Of Documents To Display"
"label.maximumresultsinpdf","Maximum Results In PDF"
"label.maxpendingtime","Max pending time"
"label.maxpingresponsetime","Max ping response time"
"label.maxpublishtime","Max publish time"
"label.maxtestsselected","Maximum of {0} tests already selected"
"label.maxthreads","Max Threads"
"label.maxtransactiontime","Max transaction time"
"label.media.description","Description"
"label.media.documentaugmentor","Document Augmentor"
"label.media.documentaugmentor.supportedmimetypes","Supported Mime Types"
"label.media.enabled","Enabled"
"label.media.formconverter","Form Converter"
"label.media.formconverter.sourceformtype","Source Form Types"
"label.media.formconverter.stylename","Style Name"
"label.media.formconverter.targetformtype","Target Form Type"
"label.media.formrule","Form Conversion Rule"
"label.media.formrule.converter","Converter"
"label.media.formrule.formconverterdisabled","Form converter {0} is disabled, this rule will not be used."
"label.media.formrule.sourceformtype","Source Form Type"
"label.media.formrule.targetformtype","Target Form Type"
"label.media.formtype","Variant={0} ({1}), MimeType={2}"
"label.media.hadler.rule","Rule"
"label.media.handler.priority.earlier","Earlier"
"label.media.handler.priority.early","Early"
"label.media.handler.priority.first","First"
"label.media.handler.priority.last","Last"
"label.media.handler.priority.late","Late"
"label.media.handler.priority.later","Later"
"label.media.handler.priority.normal","Normal"
"label.media.handler.rule.action","Action"
"label.media.handler.rule.description","Description"
"label.media.handler.rule.details","Details"
"label.media.handler.rule.document.stereotype","Stereotype"
"label.media.handler.rule.enabled","Enabled"
"label.media.handler.rule.entername","Please enter a name for the new Media Content Handler Rule"
"label.media.handler.rule.form","Form"
"label.media.handler.rule.form.derivedfrom","Derived From"
"label.media.handler.rule.form.mimetype","Mime Type"
"label.media.handler.rule.form.type","Type"
"label.media.handler.rule.form.type.any","Any"
"label.media.handler.rule.form.type.derived","Derived"
"label.media.handler.rule.form.type.primary","Primary"
"label.media.handler.rule.form.variant","Media Variant"
"label.media.handler.rule.handler","Handler"
"label.media.handler.rule.identifier","Identifier"
"label.media.handler.rule.name","Name"
"label.media.handler.rule.priority","Priority"
"label.media.handler.rule.rulename","New Media Content Handler Rule"
"label.media.handler.rule.type","Type"
"label.media.handler.rule.type.exclusion","Exclusion"
"label.media.handler.rule.type.inclusion","Inclusion"
"label.media.handler.rule.useragent.browser","Browser"
"label.media.handler.rule.useragent.browser.maxversion","Maximum Version"
"label.media.handler.rule.useragent.browser.minversion","Minimum Version"
"label.media.handler.rule.useragent.browsertype","Type"
"label.media.handler.rule.useragent.os","Operating System"
"label.media.handler.rule.userrule","Create Media Content Handler Rule"
"label.media.identifier","Identifier"
"label.media.metadataextractor","Metadata Extractor"
"label.media.metadataextractor.supportedmimetypes","Supported Mime Types"
"label.media.mimetypedetector","Mime Type Detector"
"label.media.mimetypedetector.supportedmimetypes","Supported Mime Types"
"label.media.name","Name"
"label.media.pdf.formconverter.fonts","Font Directory"
"label.media.pluginnotavailable","The Media Core View plugin is currently not available. Please wait for all bundles to start."
"label.media.stereotype","Media Stereotype"
"label.media.stereotype.audio.name","Audio"
"label.media.stereotype.container.name","Container"
"label.media.stereotype.drawing.name","Drawing"
"label.media.stereotype.image.name","Image"
"label.media.stereotype.presentation.name","Presentation"
"label.media.stereotype.spreadsheet.name","Spreadsheet"
"label.media.stereotype.text.name","Text"
"label.media.stereotype.unknown.name","Unknown"
"label.media.stereotype.video.name","Video"
"label.media.variant","Media Variant"
"label.media.variant.display.name","Display"
"label.media.variant.print.name","Print"
"label.media.variant.thumbnail.name","Thumbnail"
"label.media.variant.unknown.name","<unknown>"
"label.mediaserver.freeviewerurl","Free Viewer URL"
"label.mediaserver.icon.large","Large Icon"
"label.mediaserver.icon.small","Small Icon"
"label.mediaserver.maxfileuploadsize","Maximum file upload size (MB)"
"label.mediaserver.mediatype","Media Type"
"label.mediaserver.openswith","Opens with"
"label.mediaviewer.createmediacategory","Create Media Category"
"label.mediaviewer.createmediatype","Create a new Media Type"
"label.mediaviewer.editmediatype","Edit existing Media Type"
"label.mediaviewer.entermediacategory","Please enter a name for the new media category"
"label.mediaviewer.extension","Extension"
"label.mediaviewer.freeviewerurl","Free Viewer URL"
"label.mediaviewer.icon.large","Large Icon"
"label.mediaviewer.icon.selectlogo","Upload logo of dimensions {0} pixels"
"label.mediaviewer.icon.small","Small Icon"
"label.mediaviewer.maxfileuploadsize","Maximum file upload size (MB)"
"label.mediaviewer.mediacategory","Media Category"
"label.mediaviewer.mediacategoryname","New Media Category"
"label.mediaviewer.mediatypes","Media Types"
"label.mediaviewer.mimetype","Mime Type"
"label.mediaviewer.name","Name"
"label.mediaviewer.openswith","Opens with"
"label.memberof","Member of"
"label.members","Members"
"label.membersattribute","Members Attribute"
"label.menubarlogourl","Menu Bar Logo URL"
"label.menubaruseridtooltip","Menu Bar User ID Tooltip"
"label.mergefromfile","Merge from file"
"label.message","Message"
"label.messagedriverclassname","Message Driver Class Name"
"label.messaging.archive.auto.update","Auto update"
"label.messaging.archive.content.truncated","...

 Content truncated at {0} bytes. Download message to view full content."
"label.messaging.archive.download.message","Download Message"
"label.messaging.archive.message.count","Message Count"
"label.messaging.archive.message.id","Message Id"
